assay_id,project_id,filename,cell_id,cell_line,disease,treatment,tissue_type,sub_cell,organ_id,PXD_accession,all_PSM,sign_PSM,peptides,proteins,experiment_type,instrument,pmid,pool_id,ionbot_version
36244,1872,01335_H03_P013150_S00_N24_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,30258,6543,2235,848,in-solution,LTQ Orbitrap Velos,29101300,56,IONBOT_v0.7.0
36245,1872,01335_H04_P013151_S00_N08_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39783,7556,2401,1188,in-solution,LTQ Orbitrap Velos,29101300,57,IONBOT_v0.7.0
36246,1872,01335_H05_P013151_S00_N16_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,36704,7545,2446,1086,in-solution,LTQ Orbitrap Velos,29101300,57,IONBOT_v0.7.0
36247,1872,01335_H06_P013151_S00_N24_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,21286,4801,1502,619,in-solution,LTQ Orbitrap Velos,29101300,57,IONBOT_v0.7.0
36248,1872,01336_A01_P013152_S00_N01_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39894,6936,2308,1154,in-solution,LTQ Orbitrap Velos,29101300,58,IONBOT_v0.7.0
36249,1872,01336_A02_P013152_S00_N09_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,54977,10340,3321,1443,in-solution,LTQ Orbitrap Velos,29101300,58,IONBOT_v0.7.0
36250,1872,01336_A03_P013152_S00_N17_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,52759,10952,3552,1281,in-solution,LTQ Orbitrap Velos,29101300,58,IONBOT_v0.7.0
36251,1872,01336_A04_P013153_S00_N01_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,36781,5193,1643,752,in-solution,LTQ Orbitrap Velos,29101300,59,IONBOT_v0.7.0
36252,1872,01336_A05_P013153_S00_N09_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38546,6329,1990,905,in-solution,LTQ Orbitrap Velos,29101300,59,IONBOT_v0.7.0
36253,1872,01336_A06_P013153_S00_N17_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,31968,6101,1796,790,in-solution,LTQ Orbitrap Velos,29101300,59,IONBOT_v0.7.0
36254,1872,01336_B01_P013152_S00_N02_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,59227,10351,3472,1389,in-solution,LTQ Orbitrap Velos,29101300,58,IONBOT_v0.7.0
36255,1872,01336_B02_P013152_S00_N10_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,59514,12012,3937,1508,in-solution,LTQ Orbitrap Velos,29101300,58,IONBOT_v0.7.0
36256,1872,01336_B03_P013152_S00_N18_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,48900,10059,3367,1169,in-solution,LTQ Orbitrap Velos,29101300,58,IONBOT_v0.7.0
36257,1872,01336_B04_P013153_S00_N02_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41476,5854,1768,787,in-solution,LTQ Orbitrap Velos,29101300,59,IONBOT_v0.7.0
36258,1872,01336_B05_P013153_S00_N10_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43800,7221,2290,929,in-solution,LTQ Orbitrap Velos,29101300,59,IONBOT_v0.7.0
36259,1872,01336_B06_P013153_S00_N18_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,32457,6163,1930,846,in-solution,LTQ Orbitrap Velos,29101300,59,IONBOT_v0.7.0
36260,1872,01336_C01_P013152_S00_N03_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,57819,9914,3097,1278,in-solution,LTQ Orbitrap Velos,29101300,58,IONBOT_v0.7.0
36261,1872,01336_C02_P013152_S00_N11_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,61257,11790,3979,1434,in-solution,LTQ Orbitrap Velos,29101300,58,IONBOT_v0.7.0
36262,1872,01336_C03_P013152_S00_N19_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42916,8819,2825,1054,in-solution,LTQ Orbitrap Velos,29101300,58,IONBOT_v0.7.0
36263,1872,01336_C04_P013153_S00_N03_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38107,5363,1499,703,in-solution,LTQ Orbitrap Velos,29101300,59,IONBOT_v0.7.0
36264,1872,01336_C05_P013153_S00_N11_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42218,6782,2197,894,in-solution,LTQ Orbitrap Velos,29101300,59,IONBOT_v0.7.0
36265,1872,01336_C06_P013153_S00_N19_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,34812,6018,1899,792,in-solution,LTQ Orbitrap Velos,29101300,59,IONBOT_v0.7.0
36266,1872,01336_D01_P013152_S00_N04_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38419,6089,1891,961,in-solution,LTQ Orbitrap Velos,29101300,58,IONBOT_v0.7.0
36267,1872,01336_D02_P013152_S00_N12_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,59508,11268,3602,1421,in-solution,LTQ Orbitrap Velos,29101300,58,IONBOT_v0.7.0
36268,1872,01336_D03_P013152_S00_N20_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43843,8714,2617,1001,in-solution,LTQ Orbitrap Velos,29101300,58,IONBOT_v0.7.0
36269,1872,01336_D04_P013153_S00_N04_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,29735,4586,1419,741,in-solution,LTQ Orbitrap Velos,29101300,59,IONBOT_v0.7.0
36270,1872,01336_D05_P013153_S00_N12_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43687,6583,2073,890,in-solution,LTQ Orbitrap Velos,29101300,59,IONBOT_v0.7.0
36271,1872,01336_D06_P013153_S00_N20_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,31965,5501,1704,689,in-solution,LTQ Orbitrap Velos,29101300,59,IONBOT_v0.7.0
36272,1872,01336_E01_P013152_S00_N05_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,46082,8628,2882,1369,in-solution,LTQ Orbitrap Velos,29101300,58,IONBOT_v0.7.0
36273,1872,01336_E02_P013152_S00_N13_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,57882,11402,3756,1404,in-solution,LTQ Orbitrap Velos,29101300,58,IONBOT_v0.7.0
36274,1872,01336_E03_P013152_S00_N21_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38335,7716,2332,917,in-solution,LTQ Orbitrap Velos,29101300,58,IONBOT_v0.7.0
36275,1872,01336_E04_P013153_S00_N05_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41691,6581,1957,897,in-solution,LTQ Orbitrap Velos,29101300,59,IONBOT_v0.7.0
36276,1872,01336_E05_P013153_S00_N13_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38904,6521,2088,941,in-solution,LTQ Orbitrap Velos,29101300,59,IONBOT_v0.7.0
36277,1872,01336_E06_P013153_S00_N21_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,25997,4923,1560,649,in-solution,LTQ Orbitrap Velos,29101300,59,IONBOT_v0.7.0
36278,1872,01336_F01_P013152_S00_N06_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,58377,11035,3622,1474,in-solution,LTQ Orbitrap Velos,29101300,58,IONBOT_v0.7.0
36279,1872,01336_F02_P013152_S00_N14_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,59830,12027,3908,1413,in-solution,LTQ Orbitrap Velos,29101300,58,IONBOT_v0.7.0
36280,1872,01336_F03_P013152_S00_N22_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42420,8966,2928,975,in-solution,LTQ Orbitrap Velos,29101300,58,IONBOT_v0.7.0
36281,1872,01336_F04_P013153_S00_N06_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40720,6144,1891,778,in-solution,LTQ Orbitrap Velos,29101300,59,IONBOT_v0.7.0
36282,1872,01336_F05_P013153_S00_N14_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39710,6875,2117,861,in-solution,LTQ Orbitrap Velos,29101300,59,IONBOT_v0.7.0
36283,1872,01336_F06_P013153_S00_N22_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,27176,5212,1575,665,in-solution,LTQ Orbitrap Velos,29101300,59,IONBOT_v0.7.0
36284,1872,01336_G01_P013152_S00_N07_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,58186,10301,3434,1342,in-solution,LTQ Orbitrap Velos,29101300,58,IONBOT_v0.7.0
36285,1872,01336_G02_P013152_S00_N15_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,56495,11345,3779,1346,in-solution,LTQ Orbitrap Velos,29101300,58,IONBOT_v0.7.0
36286,1872,01336_G03_P013152_S00_N23_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39128,8301,2649,866,in-solution,LTQ Orbitrap Velos,29101300,58,IONBOT_v0.7.0
36287,1872,01336_G04_P013153_S00_N07_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42699,6087,1958,838,in-solution,LTQ Orbitrap Velos,29101300,59,IONBOT_v0.7.0
36288,1872,01336_G05_P013153_S00_N15_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41743,7028,2250,894,in-solution,LTQ Orbitrap Velos,29101300,59,IONBOT_v0.7.0
36289,1872,01336_G06_P013153_S00_N23_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,25353,4880,1386,597,in-solution,LTQ Orbitrap Velos,29101300,59,IONBOT_v0.7.0
36290,1872,01336_H01_P013152_S00_N08_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,58191,10561,3403,1406,in-solution,LTQ Orbitrap Velos,29101300,58,IONBOT_v0.7.0
36291,1872,01336_H02_P013152_S00_N16_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,55645,11006,3602,1243,in-solution,LTQ Orbitrap Velos,29101300,58,IONBOT_v0.7.0
36292,1872,01336_H03_P013152_S00_N24_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,31298,6804,2304,770,in-solution,LTQ Orbitrap Velos,29101300,58,IONBOT_v0.7.0
36293,1872,01336_H04_P013153_S00_N08_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,44013,6383,1905,811,in-solution,LTQ Orbitrap Velos,29101300,59,IONBOT_v0.7.0
36294,1872,01336_H05_P013153_S00_N16_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38663,6786,2188,872,in-solution,LTQ Orbitrap Velos,29101300,59,IONBOT_v0.7.0
36295,1872,01336_H06_P013153_S00_N24_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,18491,3646,1163,427,in-solution,LTQ Orbitrap Velos,29101300,59,IONBOT_v0.7.0
36296,1872,01337_A01_P013154_S00_N01_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,28795,4342,1278,603,in-solution,LTQ Orbitrap Velos,29101300,60,IONBOT_v0.7.0
36297,1872,01337_A02_P013154_S00_N09_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,35288,6226,1955,899,in-solution,LTQ Orbitrap Velos,29101300,60,IONBOT_v0.7.0
36298,1872,01337_A03_P013154_S00_N17_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,32961,5950,1724,708,in-solution,LTQ Orbitrap Velos,29101300,60,IONBOT_v0.7.0
36299,1872,01337_A04_P013155_S00_N01_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,28942,4850,1597,877,in-solution,LTQ Orbitrap Velos,29101300,61,IONBOT_v0.7.0
36300,1872,01337_A05_P013155_S00_N09_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38812,7067,2264,1154,in-solution,LTQ Orbitrap Velos,29101300,61,IONBOT_v0.7.0
36301,1872,01337_A06_P013155_S00_N17_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,36202,7221,2276,1080,in-solution,LTQ Orbitrap Velos,29101300,61,IONBOT_v0.7.0
36302,1872,01337_B01_P013154_S00_N02_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40689,5760,1806,810,in-solution,LTQ Orbitrap Velos,29101300,60,IONBOT_v0.7.0
36303,1872,01337_B02_P013154_S00_N10_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41059,6832,2205,865,in-solution,LTQ Orbitrap Velos,29101300,60,IONBOT_v0.7.0
36304,1872,01337_B03_P013154_S00_N18_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,33498,6601,2213,1085,in-solution,LTQ Orbitrap Velos,29101300,60,IONBOT_v0.7.0
36305,1872,01337_B04_P013155_S00_N02_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39758,6296,2077,1049,in-solution,LTQ Orbitrap Velos,29101300,61,IONBOT_v0.7.0
36306,1872,01337_B05_P013155_S00_N10_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42209,7569,2570,1159,in-solution,LTQ Orbitrap Velos,29101300,61,IONBOT_v0.7.0
36307,1872,01337_B06_P013155_S00_N18_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,35227,7032,2322,1127,in-solution,LTQ Orbitrap Velos,29101300,61,IONBOT_v0.7.0
36308,1872,01337_C01_P013154_S00_N03_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,37469,5413,1534,739,in-solution,LTQ Orbitrap Velos,29101300,60,IONBOT_v0.7.0
36309,1872,01337_C02_P013154_S00_N11_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40973,6585,2103,865,in-solution,LTQ Orbitrap Velos,29101300,60,IONBOT_v0.7.0
36310,1872,01337_C03_P013154_S00_N19_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,33432,6453,2080,1003,in-solution,LTQ Orbitrap Velos,29101300,60,IONBOT_v0.7.0
36311,1872,01337_C04_P013155_S00_N03_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40131,6117,1841,904,in-solution,LTQ Orbitrap Velos,29101300,61,IONBOT_v0.7.0
36312,1872,01337_C05_P013155_S00_N11_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43308,7515,2555,1149,in-solution,LTQ Orbitrap Velos,29101300,61,IONBOT_v0.7.0
36313,1872,01337_C06_P013155_S00_N19_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,33737,6770,2276,1098,in-solution,LTQ Orbitrap Velos,29101300,61,IONBOT_v0.7.0
36314,1872,01337_D01_P013154_S00_N04_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,23311,3166,910,502,in-solution,LTQ Orbitrap Velos,29101300,60,IONBOT_v0.7.0
36315,1872,01337_D02_P013154_S00_N12_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40013,6243,1979,854,in-solution,LTQ Orbitrap Velos,29101300,60,IONBOT_v0.7.0
36316,1872,01337_D03_P013154_S00_N20_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,30019,5790,1950,931,in-solution,LTQ Orbitrap Velos,29101300,60,IONBOT_v0.7.0
36317,1872,01337_D04_P013155_S00_N04_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,32786,5114,1541,845,in-solution,LTQ Orbitrap Velos,29101300,61,IONBOT_v0.7.0
36318,1872,01337_D05_P013155_S00_N12_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43160,7310,2334,1139,in-solution,LTQ Orbitrap Velos,29101300,61,IONBOT_v0.7.0
36319,1872,01337_D06_P013155_S00_N20_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,33686,6697,2125,1008,in-solution,LTQ Orbitrap Velos,29101300,61,IONBOT_v0.7.0
36320,1872,01337_E01_P013154_S00_N05_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,32468,5528,1736,825,in-solution,LTQ Orbitrap Velos,29101300,60,IONBOT_v0.7.0
36321,1872,01337_E02_P013154_S00_N13_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,36761,6488,2037,832,in-solution,LTQ Orbitrap Velos,29101300,60,IONBOT_v0.7.0
36322,1872,01337_E03_P013154_S00_N21_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,24434,4986,1652,819,in-solution,LTQ Orbitrap Velos,29101300,60,IONBOT_v0.7.0
36323,1872,01337_E04_P013155_S00_N05_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,35622,6256,2031,1036,in-solution,LTQ Orbitrap Velos,29101300,61,IONBOT_v0.7.0
36324,1872,01337_E05_P013155_S00_N13_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38926,7323,2468,1179,in-solution,LTQ Orbitrap Velos,29101300,61,IONBOT_v0.7.0
36325,1872,01337_E06_P013155_S00_N21_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,29724,6144,2007,940,in-solution,LTQ Orbitrap Velos,29101300,61,IONBOT_v0.7.0
36326,1872,01337_F01_P013154_S00_N06_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40853,6433,1986,826,in-solution,LTQ Orbitrap Velos,29101300,60,IONBOT_v0.7.0
36327,1872,01337_F02_P013154_S00_N14_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,36992,6754,2119,826,in-solution,LTQ Orbitrap Velos,29101300,60,IONBOT_v0.7.0
36328,1872,01337_F03_P013154_S00_N22_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,27613,5684,1929,923,in-solution,LTQ Orbitrap Velos,29101300,60,IONBOT_v0.7.0
36329,1872,01337_F04_P013155_S00_N06_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41930,6954,2305,1122,in-solution,LTQ Orbitrap Velos,29101300,61,IONBOT_v0.7.0
36330,1872,01337_F05_P013155_S00_N14_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42023,7823,2545,1106,in-solution,LTQ Orbitrap Velos,29101300,61,IONBOT_v0.7.0
36331,1872,01337_F06_P013155_S00_N22_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,32027,6488,2105,975,in-solution,LTQ Orbitrap Velos,29101300,61,IONBOT_v0.7.0
36332,1872,01337_G01_P013154_S00_N07_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42144,6260,2098,823,in-solution,LTQ Orbitrap Velos,29101300,60,IONBOT_v0.7.0
36333,1872,01337_G02_P013154_S00_N15_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,35879,6459,2087,804,in-solution,LTQ Orbitrap Velos,29101300,60,IONBOT_v0.7.0
36334,1872,01337_G03_P013154_S00_N23_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,26243,5328,1784,864,in-solution,LTQ Orbitrap Velos,29101300,60,IONBOT_v0.7.0
36335,1872,01337_G04_P013155_S00_N07_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43815,6767,2246,1044,in-solution,LTQ Orbitrap Velos,29101300,61,IONBOT_v0.7.0
36336,1872,01337_G05_P013155_S00_N15_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,45832,8355,2620,1056,in-solution,LTQ Orbitrap Velos,29101300,61,IONBOT_v0.7.0
36337,1872,01337_G06_P013155_S00_N23_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,28443,5952,1881,882,in-solution,LTQ Orbitrap Velos,29101300,61,IONBOT_v0.7.0
36338,1872,01337_H01_P013154_S00_N08_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40070,6147,1948,784,in-solution,LTQ Orbitrap Velos,29101300,60,IONBOT_v0.7.0
36339,1872,01337_H02_P013154_S00_N16_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,33740,6060,1837,779,in-solution,LTQ Orbitrap Velos,29101300,60,IONBOT_v0.7.0
36340,1872,01337_H03_P013154_S00_N24_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,23359,4942,1712,749,in-solution,LTQ Orbitrap Velos,29101300,60,IONBOT_v0.7.0
36341,1872,01337_H04_P013155_S00_N08_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41906,6958,2237,1093,in-solution,LTQ Orbitrap Velos,29101300,61,IONBOT_v0.7.0
36342,1872,01337_H05_P013155_S00_N16_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43706,8040,2556,1072,in-solution,LTQ Orbitrap Velos,29101300,61,IONBOT_v0.7.0
36343,1872,01337_H06_P013155_S00_N24_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,20694,4724,1571,678,in-solution,LTQ Orbitrap Velos,29101300,61,IONBOT_v0.7.0
36344,1872,01338_A01_P013156_S00_N01_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,32889,5425,1781,932,in-solution,LTQ Orbitrap Velos,29101300,62,IONBOT_v0.7.0
36345,1872,01338_A02_P013156_S00_N09_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,46695,8064,2562,1172,in-solution,LTQ Orbitrap Velos,29101300,62,IONBOT_v0.7.0
36346,1872,01338_A03_P013156_S00_N17_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41794,8034,2551,1078,in-solution,LTQ Orbitrap Velos,29101300,62,IONBOT_v0.7.0
36347,1872,01338_A04_P013157_S00_N01_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,29773,5031,1689,948,in-solution,LTQ Orbitrap Velos,29101300,63,IONBOT_v0.7.0
36348,1872,01338_A05_P013157_S00_N09_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41580,7517,2423,1110,in-solution,LTQ Orbitrap Velos,29101300,63,IONBOT_v0.7.0
36349,1872,01338_A06_P013157_S00_N17_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,34277,6863,2164,954,in-solution,LTQ Orbitrap Velos,29101300,63,IONBOT_v0.7.0
36350,1872,01338_A07_P013158_S00_N01_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,30374,5418,1806,900,in-solution,LTQ Orbitrap Velos,29101300,64,IONBOT_v0.7.0
36351,1872,01338_A08_P013158_S00_N09_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42209,7657,2422,1165,in-solution,LTQ Orbitrap Velos,29101300,64,IONBOT_v0.7.0
36352,1872,01338_A09_P013158_S00_N17_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38774,7969,2521,1109,in-solution,LTQ Orbitrap Velos,29101300,64,IONBOT_v0.7.0
36353,1872,01338_B01_P013156_S00_N02_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,46742,7374,2400,1139,in-solution,LTQ Orbitrap Velos,29101300,62,IONBOT_v0.7.0
36354,1872,01338_B02_P013156_S00_N10_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,48838,8776,2929,1197,in-solution,LTQ Orbitrap Velos,29101300,62,IONBOT_v0.7.0
36355,1872,01338_B03_P013156_S00_N18_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40006,8037,2697,1093,in-solution,LTQ Orbitrap Velos,29101300,62,IONBOT_v0.7.0
36356,1872,01338_B04_P013157_S00_N02_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,44949,7201,2355,1054,in-solution,LTQ Orbitrap Velos,29101300,63,IONBOT_v0.7.0
36357,1872,01338_B05_P013157_S00_N10_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43891,8124,2681,1108,in-solution,LTQ Orbitrap Velos,29101300,63,IONBOT_v0.7.0
36358,1872,01338_B06_P013157_S00_N18_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,33097,6984,2332,966,in-solution,LTQ Orbitrap Velos,29101300,63,IONBOT_v0.7.0
36359,1872,01338_B07_P013158_S00_N02_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43028,6954,2290,1056,in-solution,LTQ Orbitrap Velos,29101300,64,IONBOT_v0.7.0
36360,1872,01338_B08_P013158_S00_N10_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,44026,8256,2724,1199,in-solution,LTQ Orbitrap Velos,29101300,64,IONBOT_v0.7.0
36361,1872,01338_B09_P013158_S00_N18_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,36120,7754,2544,1098,in-solution,LTQ Orbitrap Velos,29101300,64,IONBOT_v0.7.0
36362,1872,01338_C01_P013156_S00_N03_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,47532,7254,2207,1004,in-solution,LTQ Orbitrap Velos,29101300,62,IONBOT_v0.7.0
36363,1872,01338_C02_P013156_S00_N11_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,48043,8352,2765,1153,in-solution,LTQ Orbitrap Velos,29101300,62,IONBOT_v0.7.0
36364,1872,01338_C03_P013156_S00_N19_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39977,7748,2522,1039,in-solution,LTQ Orbitrap Velos,29101300,62,IONBOT_v0.7.0
36365,1872,01338_C04_P013157_S00_N03_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43821,6777,2027,939,in-solution,LTQ Orbitrap Velos,29101300,63,IONBOT_v0.7.0
36366,1872,01338_C05_P013157_S00_N11_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,46297,8208,2756,1107,in-solution,LTQ Orbitrap Velos,29101300,63,IONBOT_v0.7.0
36367,1872,01338_C06_P013157_S00_N19_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,36039,7128,2360,969,in-solution,LTQ Orbitrap Velos,29101300,63,IONBOT_v0.7.0
36368,1872,01338_C07_P013158_S00_N03_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42956,6863,2142,974,in-solution,LTQ Orbitrap Velos,29101300,64,IONBOT_v0.7.0
36369,1872,01338_C08_P013158_S00_N11_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,46511,8354,2733,1125,in-solution,LTQ Orbitrap Velos,29101300,64,IONBOT_v0.7.0
36370,1872,01338_C09_P013158_S00_N19_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,35976,7319,2458,1051,in-solution,LTQ Orbitrap Velos,29101300,64,IONBOT_v0.7.0
36371,1872,01338_D01_P013156_S00_N04_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,37980,5884,1735,899,in-solution,LTQ Orbitrap Velos,29101300,62,IONBOT_v0.7.0
36372,1872,01338_D02_P013156_S00_N12_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,49165,8186,2604,1170,in-solution,LTQ Orbitrap Velos,29101300,62,IONBOT_v0.7.0
36373,1872,01338_D03_P013156_S00_N20_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38783,7462,2402,972,in-solution,LTQ Orbitrap Velos,29101300,62,IONBOT_v0.7.0
36374,1872,01338_D04_P013157_S00_N04_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,35392,5690,1676,886,in-solution,LTQ Orbitrap Velos,29101300,63,IONBOT_v0.7.0
36375,1872,01338_D05_P013157_S00_N12_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,45641,7810,2478,1092,in-solution,LTQ Orbitrap Velos,29101300,63,IONBOT_v0.7.0
36376,1872,01338_D06_P013157_S00_N20_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,34899,6757,2160,886,in-solution,LTQ Orbitrap Velos,29101300,63,IONBOT_v0.7.0
36377,1872,01338_D07_P013158_S00_N04_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,34455,5674,1729,893,in-solution,LTQ Orbitrap Velos,29101300,64,IONBOT_v0.7.0
36378,1872,01338_D08_P013158_S00_N12_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,45559,7901,2533,1204,in-solution,LTQ Orbitrap Velos,29101300,64,IONBOT_v0.7.0
