,assay_id,project_id,filename,cell_id,cell_line,disease,treatment,tissue_type,sub_cell,organ_id,PXD_accession,all_PSM,sign_PSM,peptides,proteins
1900,32860,1872,01231_H01_P012890_S00_N08_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,46807,7059,2257,938
1901,32861,1872,01231_H02_P012890_S00_N16_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39686,7244,2214,892
1902,32862,1872,01231_H03_P012890_S00_N24_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,25086,4815,1366,503
1903,32863,1872,01236_A01_P012696_S00_N01_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,33582,5425,1731,850
1904,32864,1872,01236_A02_P012696_S00_N09_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42048,7226,2238,1029
1905,32865,1872,01236_A03_P012696_S00_N17_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,35410,7023,2059,925
1906,32866,1872,01236_A04_P012697_S00_N01_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,28810,4664,1438,737
1907,32867,1872,01236_A05_P012697_S00_N09_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39171,6777,2158,980
1908,32868,1872,01236_A06_P012697_S00_N17_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,35147,6480,1928,812
1909,32869,1872,01236_B01_P012696_S00_N02_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42674,6423,1958,887
1910,32870,1872,01236_B02_P012696_S00_N10_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,45778,8164,2524,1059
1911,32871,1872,01236_B03_P012696_S00_N18_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,35954,6949,2116,895
1912,32872,1872,01236_B04_P012697_S00_N02_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,45552,7075,2222,936
1913,32873,1872,01236_B05_P012697_S00_N10_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38763,7257,2257,953
1914,32874,1872,01236_B06_P012697_S00_N18_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,33193,6203,1886,778
1915,32875,1872,01236_C01_P012696_S00_N03_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,36738,5266,1661,787
1916,32876,1872,01236_C02_P012696_S00_N11_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,47494,7777,2397,976
1917,32877,1872,01236_C03_P012696_S00_N19_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,33475,6814,2216,918
1918,32878,1872,01236_C04_P012697_S00_N03_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,45007,6773,2017,884
1919,32879,1872,01236_C05_P012697_S00_N11_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,44310,7429,2399,984
1920,32880,1872,01236_C06_P012697_S00_N19_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,33265,6224,2058,801
1921,32881,1872,01236_D01_P012696_S00_N04_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,31684,4808,1392,746
1922,32882,1872,01236_D02_P012696_S00_N12_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,44537,6664,2083,942
1923,32883,1872,01236_D03_P012696_S00_N20_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38023,6178,1912,797
1924,32884,1872,01236_D04_P012697_S00_N04_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,33196,5268,1491,744
1925,32885,1872,01236_D05_P012697_S00_N12_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,44434,6822,2161,933
1926,32886,1872,01236_D06_P012697_S00_N20_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,34167,5690,1791,702
1927,32887,1872,01236_E01_P012696_S00_N05_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,32538,5557,1768,921
1928,32888,1872,01236_E02_P012696_S00_N13_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41600,6930,2211,995
1929,32889,1872,01236_E03_P012696_S00_N21_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,35664,5844,1744,741
1930,32890,1872,01236_E04_P012697_S00_N05_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,32933,5775,1883,954
1931,32891,1872,01236_E05_P012697_S00_N13_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39930,6629,2131,902
1932,32892,1872,01236_E06_P012697_S00_N21_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,31761,5493,1668,677
1933,32893,1872,01236_F01_P012696_S00_N06_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,36274,6737,2098,972
1934,32894,1872,01236_F02_P012696_S00_N14_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40565,7430,2267,989
1935,32895,1872,01236_F03_P012696_S00_N22_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,30403,6120,1773,765
1936,32896,1872,01236_F04_P012697_S00_N06_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40347,7668,2316,1067
1937,32897,1872,01236_F05_P012697_S00_N14_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39876,6998,2146,873
1938,32898,1872,01236_F06_P012697_S00_N22_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,28739,5701,1753,696
1939,32899,1872,01236_G01_P012696_S00_N07_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,49614,7265,2220,889
1940,32900,1872,01236_G02_P012696_S00_N15_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,46297,7897,2449,980
1941,32901,1872,01236_G03_P012696_S00_N23_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,25497,5542,1601,710
1942,32902,1872,01236_G04_P012697_S00_N07_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43165,6648,2153,892
1943,32903,1872,01236_G05_P012697_S00_N15_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40389,7124,2234,829
1944,32904,1872,01236_G06_P012697_S00_N23_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,24426,4973,1622,644
1945,32905,1872,01236_H01_P012696_S00_N08_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,47334,7022,2149,929
1946,32906,1872,01236_H02_P012696_S00_N16_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41097,7578,2242,963
1947,32907,1872,01236_H03_P012696_S00_N24_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,22530,4502,1329,496
1948,32908,1872,01236_H04_P012697_S00_N08_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42197,6280,2043,856
1949,32909,1872,01236_H05_P012697_S00_N16_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,37394,6706,2066,860
1950,32910,1872,01236_H06_P012697_S00_N24_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,16868,3345,1025,385
1951,32911,1872,01244_A01_P012909_S00_N01_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39015,6806,2385,1134
1952,32912,1872,01244_A02_P012909_S00_N09_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,59142,11711,3878,1630
1953,32913,1872,01244_A03_P012909_S00_N17_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,52155,10541,3479,1328
1954,32914,1872,01244_B01_P012909_S00_N02_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,58227,10170,3507,1432
1955,32915,1872,01244_B02_P012909_S00_N10_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,64195,12560,4229,1489
1956,32916,1872,01244_B03_P012909_S00_N18_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,50951,10318,3414,1281
1957,32917,1872,01244_C01_P012909_S00_N03_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,57296,9662,3153,1393
1958,32918,1872,01244_C02_P012909_S00_N11_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,61095,11589,3870,1495
1959,32919,1872,01244_C03_P012909_S00_N19_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,51595,10315,3424,1217
1960,32920,1872,01244_D01_P012909_S00_N04_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42458,6870,2088,1038
1961,32921,1872,01244_D02_P012909_S00_N12_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,63579,12418,4198,1561
1962,32922,1872,01244_D03_P012909_S00_N20_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,46508,9401,2959,1100
1963,32923,1872,01244_E01_P012909_S00_N05_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,44977,8265,2862,1379
1964,32924,1872,01244_E02_P012909_S00_N13_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,57707,11411,3886,1537
1965,32925,1872,01244_E03_P012909_S00_N21_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,50199,9815,3039,1171
1966,32926,1872,01244_F01_P012909_S00_N06_R3,636,CRC,colorectal cancer,/,colon,/,,PXD005354,54675,10236,3440,1514
1967,32927,1872,01244_F02_P012909_S00_N14_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,56654,11306,3732,1430
1968,32928,1872,01244_F03_P012909_S00_N22_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,45393,9269,2971,1109
1969,32929,1872,01244_G01_P012909_S00_N07_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,58581,10463,3615,1423
1970,32930,1872,01244_G02_P012909_S00_N15_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,57938,11440,3837,1442
1971,32931,1872,01244_G03_P012909_S00_N23_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40666,8506,2836,1005
1972,32932,1872,01244_H01_P012909_S00_N08_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,56052,10225,3463,1504
1973,32933,1872,01244_H02_P012909_S00_N16_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,54850,10929,3630,1343
1974,32934,1872,01244_H03_P012909_S00_N24_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,33243,7265,2495,903
1975,32935,1872,01245_A01_P012910_S00_N01_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,9096,1485,487,332
1976,32936,1872,01245_A02_P012910_S00_N09_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39335,7168,2308,1141
1977,32937,1872,01245_A03_P012910_S00_N17_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,32597,6661,2082,960
1978,32938,1872,01245_A04_P012911_S00_N01_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,21043,3588,1186,697
1979,32939,1872,01245_A05_P012911_S00_N09_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40922,7588,2469,1211
1980,32940,1872,01245_A06_P012911_S00_N17_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38228,7380,2295,1029
1981,32941,1872,01245_B01_P012910_S00_N02_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42146,6632,2129,1011
1982,32942,1872,01245_B02_P012910_S00_N10_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42639,8007,2522,1118
1983,32943,1872,01245_B03_P012910_S00_N18_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,31033,6528,2086,955
1984,32944,1872,01245_B04_P012911_S00_N02_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40674,6720,2124,1022
1985,32945,1872,01245_B05_P012911_S00_N10_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,44304,8233,2695,1247
1986,32946,1872,01245_B06_P012911_S00_N18_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,37787,7677,2410,1067
1987,32947,1872,01245_C01_P012910_S00_N03_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38604,5869,1876,909
1988,32948,1872,01245_C02_P012910_S00_N11_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,45042,7819,2479,1039
1989,32949,1872,01245_C03_P012910_S00_N19_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,30211,6244,2127,942
1990,32950,1872,01245_C04_P012911_S00_N03_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42942,6748,2127,1026
1991,32951,1872,01245_C05_P012911_S00_N11_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,47197,8145,2606,1130
1992,32952,1872,01245_C06_P012911_S00_N19_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,37151,7196,2331,1031
1993,32953,1872,01245_D01_P012910_S00_N04_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,29659,4401,1335,736
1994,32954,1872,01245_D02_P012910_S00_N12_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42012,7052,2283,1072
1995,32955,1872,01245_D03_P012910_S00_N20_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,28414,5702,1903,857
1996,32956,1872,01245_D04_P012911_S00_N04_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,33497,5190,1588,855
1997,32957,1872,01245_D05_P012911_S00_N12_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,45517,7734,2504,1161
1998,32958,1872,01245_D06_P012911_S00_N20_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,35662,6973,2281,958
1999,32959,1872,01245_E01_P012910_S00_N05_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,28905,4655,1453,852
2000,32960,1872,01245_E02_P012910_S00_N13_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39736,7193,2385,1117
2001,32961,1872,01245_E03_P012910_S00_N21_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,25369,5187,1799,771
2002,32962,1872,01245_E04_P012911_S00_N05_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,31071,5043,1481,827
2003,32963,1872,01245_E05_P012911_S00_N13_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42896,7680,2535,1167
2004,32964,1872,01245_E06_P012911_S00_N21_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,31338,6102,1964,831
2005,32965,1872,01245_F01_P012910_S00_N06_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,35921,6527,2155,1051
2006,32966,1872,01245_F02_P012910_S00_N14_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39970,7385,2479,1094
2007,32967,1872,01245_F03_P012910_S00_N22_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,28460,5613,1931,847
2008,32968,1872,01245_F04_P012911_S00_N06_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,35955,6917,2239,1162
2009,32969,1872,01245_F05_P012911_S00_N14_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43619,7845,2588,1123
2010,32970,1872,01245_F06_P012911_S00_N22_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40790,7293,2256,1023
2011,32971,1872,01245_G01_P012910_S00_N07_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,46051,7289,2311,1009
2012,32972,1872,01245_G02_P012910_S00_N15_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39470,7509,2595,1056
2013,32973,1872,01245_G03_P012910_S00_N23_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,24354,5016,1608,740
2014,32974,1872,01245_G04_P012911_S00_N07_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,46397,7610,2450,1109
2015,32975,1872,01245_G05_P012911_S00_N15_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,44744,8073,2654,1123
2016,32976,1872,01245_G06_P012911_S00_N23_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,29600,6033,1899,813
2017,32977,1872,01245_H01_P012910_S00_N08_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43223,6688,2170,988
2018,32978,1872,01245_H02_P012910_S00_N16_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,37077,7171,2336,1006
2019,32979,1872,01245_H03_P012910_S00_N24_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,15653,3364,1114,516
2020,32980,1872,01245_H04_P012911_S00_N08_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42909,6757,2254,1049
2021,32981,1872,01245_H05_P012911_S00_N16_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42624,7911,2507,1087
2022,32982,1872,01245_H06_P012911_S00_N24_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,20212,4147,1351,556
2023,32983,1872,01250_A01_P012912_S00_N01_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,22996,3964,1319,777
2024,32984,1872,01250_A02_P012912_S00_N09_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39591,7683,2428,1143
2025,32985,1872,01250_A03_P012912_S00_N17_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,32636,7031,2204,1007
2026,32986,1872,01250_A04_P012913_S00_N01_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,22015,3868,1252,716
2027,32987,1872,01250_A05_P012913_S00_N09_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40682,7565,2444,1114
2028,32988,1872,01250_A06_P012913_S00_N17_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,32738,6860,2081,943
2029,32989,1872,01250_B01_P012912_S00_N02_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43105,7143,2329,1034
2030,32990,1872,01250_B02_P012912_S00_N10_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42082,8069,2587,1049
2031,32991,1872,01250_B03_P012912_S00_N18_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,32182,6826,2124,952
2032,32992,1872,01250_B04_P012913_S00_N02_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38019,6560,2158,991
2033,32993,1872,01250_B05_P012913_S00_N10_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38927,7713,2555,1111
2034,32994,1872,01250_B06_P012913_S00_N18_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,31181,6544,1995,926
2035,32995,1872,01250_C01_P012912_S00_N03_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,33083,5452,1652,769
2036,32996,1872,01250_C02_P012912_S00_N11_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,44867,7960,2636,1068
2037,32997,1872,01250_C03_P012912_S00_N19_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,31614,6569,2153,935
2038,32998,1872,01250_C04_P012913_S00_N03_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39568,6570,2067,958
2039,32999,1872,01250_C05_P012913_S00_N11_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42991,7964,2509,1055
2040,33000,1872,01250_C06_P012913_S00_N19_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,32123,6568,2082,914
2041,33001,1872,01250_D01_P012912_S00_N04_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,30583,4789,1429,777
2042,33002,1872,01250_D02_P012912_S00_N12_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,27668,4704,1417,624
2043,33003,1872,01250_D03_P012912_S00_N20_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,32019,6158,2013,853
2044,33004,1872,01250_D04_P012913_S00_N04_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,26866,4375,1284,722
2045,33005,1872,01250_D05_P012913_S00_N12_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42964,7564,2425,1087
2046,33006,1872,01250_D06_P012913_S00_N20_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,30944,6030,1869,826
2047,33007,1872,01250_E01_P012912_S00_N05_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,30232,5275,1735,921
2048,33008,1872,01250_E02_P012912_S00_N13_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39131,7477,2448,990
2049,33009,1872,01250_E03_P012912_S00_N21_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,28892,5812,1877,795
2050,33010,1872,01250_E04_P012913_S00_N05_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,28217,5123,1631,905
2051,33011,1872,01250_E05_P012913_S00_N13_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38303,7480,2445,1107
2052,33012,1872,01250_E06_P012913_S00_N21_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,28451,5819,1804,763
2053,33013,1872,01250_F01_P012912_S00_N06_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,37300,7153,2314,1081
2054,33014,1872,01250_F02_P012912_S00_N14_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40862,7950,2538,1020
2055,33015,1872,01250_F03_P012912_S00_N22_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,27699,6051,1952,820
2056,33016,1872,01250_F04_P012913_S00_N06_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,34293,6673,2143,1055
2057,33017,1872,01250_F05_P012913_S00_N14_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,37985,7444,2390,1032
2058,33018,1872,01250_F06_P012913_S00_N22_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,29621,6167,1922,851
2059,33019,1872,01250_G01_P012912_S00_N07_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,45718,7505,2517,1012
2060,33020,1872,01250_G02_P012912_S00_N15_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39385,7893,2537,1022
2061,33021,1872,01250_G03_P012912_S00_N23_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,24766,5490,1746,709
2062,33022,1872,01250_G04_P012913_S00_N07_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43444,7272,2334,988
2063,33023,1872,01250_G05_P012913_S00_N15_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38612,7685,2452,1035
2064,33024,1872,01250_G06_P012913_S00_N23_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,24693,5346,1646,720
2065,33025,1872,01250_H01_P012912_S00_N08_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42605,7121,2273,1006
2066,33026,1872,01250_H02_P012912_S00_N16_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,35176,7418,2353,1017
2067,33027,1872,01250_H03_P012912_S00_N24_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,18821,4238,1335,563
2068,33028,1872,01250_H04_P012913_S00_N08_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40298,7029,2321,1063
2069,33029,1872,01250_H05_P012913_S00_N16_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,35804,7229,2271,983
2070,33030,1872,01250_H06_P012913_S00_N24_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,19164,4089,1255,517
2071,33031,1872,01251_A01_P013026_S00_N01_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,23703,4023,1310,800
2072,33032,1872,01251_A02_P013026_S00_N09_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,36339,7118,2261,1160
2073,33033,1872,01251_A03_P013026_S00_N17_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,29548,6223,1950,945
2074,33034,1872,01251_A04_P013027_S00_N01_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,34140,5659,1899,934
2075,33035,1872,01251_A05_P013027_S00_N09_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,47029,8516,2700,1170
2076,33036,1872,01251_A06_P013027_S00_N17_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42817,8196,2668,1069
2077,33037,1872,01251_B01_P013026_S00_N02_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39060,6772,2244,1073
2078,33038,1872,01251_B02_P013026_S00_N10_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39180,7666,2470,1115
2079,33039,1872,01251_B03_P013026_S00_N18_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,29187,5969,1865,924
2080,33040,1872,01251_B04_P013027_S00_N02_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40501,6768,2144,936
2081,33041,1872,01251_B05_P013027_S00_N10_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,47743,8900,2790,1099
2082,33042,1872,01251_B06_P013027_S00_N18_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40988,7922,2560,1003
2083,33043,1872,01251_C01_P013026_S00_N03_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,37898,6333,1964,942
2084,33044,1872,01251_C02_P013026_S00_N11_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40531,7455,2429,1047
2085,33045,1872,01251_C03_P013026_S00_N19_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,27704,5717,1874,878
2086,33046,1872,01251_C04_P013027_S00_N03_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,48320,7488,2301,1041
2087,33047,1872,01251_C05_P013027_S00_N11_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,52876,8877,2832,1125
2088,33048,1872,01251_C06_P013027_S00_N19_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42171,7982,2610,998
2089,33049,1872,01251_D01_P013026_S00_N04_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,28778,4503,1337,769
2090,33050,1872,01251_D02_P013026_S00_N12_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39179,7102,2285,1111
2091,33051,1872,01251_D03_P013026_S00_N20_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,27276,5339,1718,806
2092,33052,1872,01251_D04_P013027_S00_N04_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41776,6242,1869,881
2093,33053,1872,01251_D05_P013027_S00_N12_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,50405,8373,2697,1157
2094,33054,1872,01251_D06_P013027_S00_N20_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,37153,6480,1993,801
2095,33055,1872,01251_E01_P013026_S00_N05_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,28142,5154,1728,991
